date,from,text
2/8/2011,sahana2802,rt @zaidlearn: connectivism &amp; connective knowledge in action! (updated) http://bit.ly/esaa7a #cck11 james morrison's video recorded lecture added :)
2/8/2011,widged,nice collection of links. rt @gordon_l tagged some wikipedia articles for wk4 readings; http://www.delicious.com/gbl/cck11
2/8/2011,zaidlearn,connectivism &amp; connective knowledge in action! (updated) http://bit.ly/esaa7a #cck11 james morrison's video recorded lecture added :)
2/7/2011,jennieteacher,training is for pigeons!  http://bit.ly/1qhfak #cck11 #edchat #gattegno
2/7/2011,cck11feeds,"presentation on actor network theory, http://bit.ly/hqdk6b #networks #cck11  #sociology #ant: presentation on ac... http://bit.ly/gtpatu"
2/7/2011,cck11feeds,"#cck11 lingustica, polifonia http://migre.me/3phcq: #cck11 lingustica, polifonia http://migre.me/3phcq http://bit.ly/emyqpg"
2/7/2011,cck11feeds,rt @suifaijohnmak rt @downes: #cck11 connectivism attacked http://bit.ly/h7snkn in wikipedia &amp; recommended for d... http://bit.ly/h0iotz
2/7/2011,vanessavaile,"presentation on actor network theory, http://bit.ly/hqdk6b #networks #cck11  #sociology #ant"
2/7/2011,thbeth,"#cck11 lingustica, polifonia http://migre.me/3phcq"
2/7/2011,vanessavaile,review: urban assemblages: how actor-network theory changes #urbanstudies http://bit.ly/fjgozq #city #networks #cck11
2/7/2011,steelemaley,"connectivism is about networks|place, global, internet http://post.ly/1azvx"
2/7/2011,romieh,rt @suifaijohnmak rt @downes: #cck11 connectivism attacked http://bit.ly/h7snkn in wikipedia &amp; recommended for deletion http://bit.ly/bepa2b
2/7/2011,chingbsu,@dreilley we will learn more about george siemen's connectivism in module 4. thanks for the heads-up. :-) #et504
2/7/2011,gordon_l,learning theory's impact on teaching'  good basic stuff in this videod lecture (no technology); http://bit.ly/icqec9 #cck11
2/7/2011,dolorscapdet,":) wikipedia can afford not to consider something that everyone recognizes?  seriously? connectivism, @gsiemens, @downes"
2/7/2011,rsjterry,"this is good stuff re networked learning, #connectivism etc  http://bit.ly/8zaz6x"
2/7/2011,suifaijohnmak,cck11 how i see criticism and learning theories http://wp.me/pkzni-27w
2/7/2011,hamtra,rt @englishonlinemb :  technologytrends 2010+ #cck11 #co11 http://bit.ly/67j3we
2/7/2011,wgreller,#cck11 my professional network visualised: http://t.co/e1l8fmw
2/7/2011,frederic_dufour,#cck11 week 4   an introduction to activity theory on youtube  http://bit.ly/ermrqq
2/7/2011,suifaijohnmak,@gsiemens @downes http://en.wikipedia.org/wiki/talk:connectivism surprised to find poorly written article.where were evidences of research?
2/7/2011,cck11feeds,#eltchat: pronunciation dreams #cck11:make sure to work on their pronunciation. that was one of my key assign... http://bit.ly/erit2c
2/7/2011,chiti,rt @cck11feeds: an example of emergent learning: the open connectivism courses that are run by stephen downes and george siemens... http://bit.ly/fmaval
2/7/2011,suifaijohnmak,rt @downes: #cck11 someone on wikipedia really really hates connectivism http://bit.ly/h7snkn and has recommended it for deletion http://bit.ly/bepa2b
2/7/2011,thbeth,#cck11_this trembling web: the brain and beyond http://www.hgi.org.uk/archive/tremblingweb.htm
2/7/2011,cck11feeds,[[cck11]]: a reply i posted on wikipedia discussion:: a reply i posted on wikipedia discussion: [from: aboluay's... http://bit.ly/fnonwx
2/7/2011,cck11feeds,#eltchat: pronunciation dreams #cck11:make sure to work on their pronunciation. that was one of my key assign... http://bit.ly/egldj0
2/9/2011,suifaijohnmak,"rt @francesbell: #cck11 rt @ai1sa:  netiquette needed: debate topic not person. work on trust, empathy and respect.then connecting 4 learning might wk better"
2/9/2011,tonyjohnson,who are you calling a mooc!? the furure of online learning? http://cck11.mooc.ca/
2/9/2011,tonyjohnson,rt @louisedowne: interesting speculations from goldsmiths' mira vogel on the use of reputation &amp; social learning in education #cck11 http://bit.ly/hvjzym
2/9/2011,lindsayjordan,"enjoying reading about actor-network theory on the train - essentially, nothing acts in isolation #cck11"
2/9/2011,francesbell,"#cck11 rt @ai1sa:  netiquette needed: debate topic not person. work on trust, empathy and respect.then connecting 4 learning might wk better"
2/9/2011,niklas_karlsson,rt @jaapsoft: ple conference 2011 southampton http://bit.ly/9aawaf #softskills #cck11 call for papers
2/9/2011,ai1sa,"cck11# netiquette needed: debate the topic not the person. work on trust, empathy and respect...then connecting 4 learning might wk better"
2/9/2011,jaapsoft,ple conference 2011 southampton http://bit.ly/9aawaf #softskills #cck11 call for papers
2/9/2011,wwjimd,@rogerfreedman have you heard as connectivism as  learning theory?
2/9/2011,cck11feeds,free e-book! teaching debate in chile: http://t.co/9mfzy0m #eltchat #esl #efl #elt #edchat #edreform #cck11 #edu... http://bit.ly/fa7ewm
2/9/2011,profesortbaker,free e-book! teaching debate in chile: http://t.co/9mfzy0m #eltchat #esl #efl #elt #edchat #edreform #cck11 #education #tesol #sirken
2/9/2011,ipsins,rt @hsitlia: kmdi epresence presentation portal - distinguished lecture series : http://bit.ly/gdgpms #co11 #cck11 #lectures #conferences
2/9/2011,suifaijohnmak,"_@downes and others: how i see the article, see my last comments in http://bit.ly/fcd6xi what do you think?"
2/9/2011,barbaram,@vanderwal i am finding my professional and personal learning connections are inter- connecting a lot more these days. #cck11
2/9/2011,savasavasava,rt @amichetti: #smw2tor issue of networks vs communities is what bugs me w @gsiemens' connectivism vs @etiennewenger's cop theory. v diff kinds of learning
2/9/2011,amichetti,#smw2tor issue of networks vs communities is what bugs me w @gsiemens' connectivism vs @etiennewenger's cop theory. v diff kinds of learning
2/9/2011,louisedowne,interesting speculations from goldsmiths' mira vogel on the use of reputation &amp; social learning in education #cck11 http://bit.ly/hvjzym
2/8/2011,vanessavaile,"18 top learning, technology &amp; media links: weekly digest, http://bit.ly/h4fuhi #evomlit #cck11 #edtech"
2/8/2011,newfacmajority,"#onlinelearning: new canvas #lms from instructure goes #opensource, http://bit.ly/glwt6z #evomlit #cck11 #higheredfuture"
2/8/2011,suifaijohnmak,rt @ctscho: slides from yesterday's megt presentation. http://slidesha.re/hfa6o1 (some relevance to #cck11)
2/8/2011,vanessavaile,"12 most popular #elearning posts: jan2011 monthly roundup, http://bit.ly/hxk0ox | #evomlit #cck11"
2/8/2011,profesortbaker,#edchat connectivism: a theory of learning for a digital age: a letter for elise #30goals goal 7 #cck11 #eltchat: http://t.co/bserhl5
2/8/2011,profesortbaker,#30goals goal 7 of 30 goals - connectivism: a theory of learning for a digital age: a letter for elise #cck11 #eltchat: http://t.co/bserhl5
2/8/2011,profesortbaker,read the new #cck11 daily! http://t.co/gm7rict  @jaapsoft @steelemaley @profesortbaker @zaidlearn @ctscho @daisygrisolia @jennieteacher
2/8/2011,cck11,"god did not need to speak to us. karl barth, cd i/i"
2/8/2011,hsitlia,systematic implementation of learning analytics by dr. linda baer. live session on elluminate now http://bit.ly/g0jgrk #lak11 #co11 #cck11
2/8/2011,jaapsoft,@rpetersmauri like the photocopier most. real intermediary he is. #cck11
2/8/2011,pfidalgo1,dialogue and connectivism http://bit.ly/fxpt03
2/8/2011,hamtra,reading - delicious &amp; cck08 - (revisited) #cck11 http://bit.ly/ewszfo
2/8/2011,hamtra,rt @etug:  just out-- the 2011 horizon report: http://bit.ly/dmzr9j #lrnchat #cck11
2/8/2011,augsa,interesting article. seems to tie into some of the research being done at #athau http://ow.ly/3sa2l #connectivism
2/8/2011,kmdi,rt @hsitlia: kmdi epresence presentation portal - distinguished lecture series : http://bit.ly/gdgpms #co11 #cck11 #lectures #conferences
2/8/2011,epresence,rt @hsitlia: kmdi epresence presentation portal - distinguished lecture series : http://bit.ly/gdgpms #co11 #cck11 #lectures #conferences
2/8/2011,ctscho,slides from yesterday's megt presentation. http://slidesha.re/hfa6o1 (some relevance to #cck11)
2/8/2011,tesolacademic,rt @profesorbaker: connectivism: a theory of learning for a digital age: a letter for elise #cck11 #eltchat http://nblo.gs/e1rgn
2/8/2011,francesbell,added a contribution to wikipedia connectivism talk page but forbore to edit with refs to my stuff - etiquette?
2/8/2011,brad5patterson,rt @profesorbaker: you (like me also) have looked at the criticism and controversy surrounding connectivism as a theory of learning. rath_http://lnkd.in/xmguyh
2/8/2011,mtmeme,it's unfortunate that twitter has become just a link farm/ #cck11
2/8/2011,marielbachirino,rt @shellterrell: via @profesortbaker connectivism: a theory of learning for a digital age: a letter for elise #cck11 http://bit.ly/iah1z8
2/8/2011,profesorbaker,you (like me also) have looked at the criticism and controversy surrounding connectivism as a theory of learning. rath_http://lnkd.in/xmguyh
2/8/2011,steelemaley,"pre-service teachers in my courses weighing ed theories, see how  connectivism fits in http://bit.ly/fqvgvh #edt400 #cck11"
2/8/2011,luciferreira,connectivism:theory of learning for a digital age: a letter for elise #cck11 #eltchat | profesorbaker's blog http://t.co/7dlfyws via @diigo
2/8/2011,jaapsoft,"@stalinetta right, i guess it is  different languages different meaning of words. i agree on practice is more than training #cck11"
2/8/2011,profesorbaker,connectivism: a theory of learning for a digital age: a letter for elise #cck11 #eltchat http://nblo.gs/e1rgn
2/8/2011,profesortbaker,connectivism: a theory of learning for a digital age: a letter for elise #cck11 #eltchat http://nblo.gs/e1rgn
2/10/2011,idotter,"@zaidlearn i'm not really sure, if you can compare #connectivism with other learning theories ... #cck11"
2/10/2011,hrealities,wikileaks_response_v6 http://t.co/hy1ot8b #cck11 good to keep a view on both sides of the power of data analyzing. #wikileaks #createbabel
2/10/2011,gordon_l,#cck11 rt @widged: nice page on social constructivism on moodle - http://docs.moodle.org/en/pedagogy
2/10/2011,agentjohnson,rt @gsiemens: recording from neil selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/10/2011,gordon_l,don't lecture me (with twitter track) - donald clark; enjoyed this immensely!  http://bit.ly/divgha  #cck11
2/10/2011,jaapsoft,#cck11 http://bit.ly/gmzlbr upodated blogpost on a question about the value of connectivism
2/10/2011,cck11feeds,suifaijohnmak's weblog  #cck11 sensemaking in education and learning: http://t.co/29izmyt: suifaijohnmak&amp;apos;s ... http://bit.ly/icyvjg
2/10/2011,cck11feeds,rt @shellterrell: via @profesortbaker a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 ... http://bit.ly/gsfz45
2/10/2011,cck11feeds,a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://nblo.gs/e5upu:... http://bit.ly/g4w8zo
2/10/2011,cck11feeds,a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://nblo.gs/e5upu:... http://bit.ly/eaof4r
2/10/2011,click4esol,rt @profesorbaker: discovery through elearning: social media &amp; education - reasons 2b fearful by neil selwyn (cck11 live chat) http://t.co/lbutc9s via @hamtra
2/10/2011,profesorbaker,discovery through elearning: social media &amp; education - reasons 2b fearful by neil selwyn (cck11 live chat) http://t.co/lbutc9s via @hamtra
2/10/2011,profesorbaker,suifaijohnmak's weblog  #cck11 sensemaking in education and learning: http://t.co/29izmyt
2/10/2011,carptracy,rt @shellterrell: via @profesortbaker a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://bit.ly/h7fgwu #edchat
2/10/2011,rosariocacao,social media &amp; education - reasons to be fearful by neil selwyn (cck11 live chat) http://bit.ly/ept7kt
2/10/2011,profesortbaker,a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://nblo.gs/e5upu
2/10/2011,profesorbaker,a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://nblo.gs/e5upu
2/10/2011,shellterrell,via @profesortbaker a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://bit.ly/h7fgwu #edchat
2/10/2011,blog4edu,via @profesortbaker a visit from socrates: social media &amp; education_reasons 2b fearful #cck11 #eltchat #edchat http://bit.ly/h7fgwu #edchat
2/10/2011,profesortbaker,a visit from socrates: social media &amp; education...reasons 2b fearful #cck11 #eltchat #edchat http://wp.me/pdhw0-k8
2/9/2011,cck11feeds,#cck11 phronetic social science http://bit.ly/hldtda: #cck11 phronetic social science http://bit.ly/hldtda http://bit.ly/ghxzbn
2/9/2011,cck11feeds,#cck11 what makes connectivism unique? http://bit.ly/gmzlbr: #cck11 what makes connectivism unique? http://bit.l... http://bit.ly/gokqk4
2/9/2011,alltop_facebook,social media &amp; education - reasons to be fearful by neil selwyn (cck11 live chat) http://bit.ly/g4lbii
2/9/2011,csantos,"terminei a longa leitura do enq. terico ""playful connectivism: game design on the social web. muito bom!"
2/9/2011,francesbell,#cck11 phronetic social science http://bit.ly/hldtda
2/9/2011,tatiawa,rt @gsiemens: recording from neil selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/9/2011,elearningposts,social media &amp; education - reasons to be fearful by neil selwyn (cck11 live chat) http://bit.ly/g4lbii
2/9/2011,jaapsoft,#cck11 what makes connectivism unique? http://bit.ly/gmzlbr
2/9/2011,theknowledgeguy,"neil selwyn (lkl) says social media in #education is exciting , but caution is needed; interview: http://bit.ly/ezlmm0"
2/9/2011,r20_blogroll,ellearning: social media &amp; education - reasons to be fearful by neil selwyn (cck11 live chat): social media and ... http://bit.ly/hskmun
2/9/2011,jgustin,#misdtcea connectivism is when learning is constructed with a social network.
2/9/2011,andycoverdale,rt @gsiemens recording from @neil_selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/9/2011,cpjobling,rt @gsiemens: recording from neil selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/9/2011,cpjobling,rt @jgchesney: chat transcript from week4 of #cck11: although i haven't had time to be more engaged in #cck11 the past three we... http://bit.ly/fdvgxc
2/9/2011,jgchesney,chat transcript from week4 of #cck11: although i haven't had time to be more engaged in #cck11 the past three we... http://bit.ly/fdvgxc
2/9/2011,gsiemens,recording from neil selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/9/2011,hamtra,new blog posting: social media &amp; education - reasons to be fearful by neil selwyn (cck11 live chat) - http://bit.ly/iffhne
2/9/2011,ryantracey,rt @downes: the mp3 audio recording of today's #cck11 session is now available. http://cck11.mooc.ca/post/54816
2/9/2011,evmaiden,rt @downes: the mp3 audio recording of today's #cck11 session is now available. http://cck11.mooc.ca/post/54816
2/9/2011,downes,the mp3 audio recording of today's #cck11 session is now available. http://cck11.mooc.ca/post/54816
2/9/2011,sifowler,worth an hour of your time. rt @gsiemens recording from neil selwyn's presentation on social media &amp; education: http://bit.ly/fjbkvi #cck11
2/11/2011,profesortbaker,teaching poetry well: the connectivism way #education #edchat #ukedchat #elearning #esl #tesol #cck11 #eltchat: http://t.co/a4hmgx0
2/11/2011,web20education,new #facebook feature instant personalization #edtech20 #edchat #cck11 #elt #efl via @scoopit http://bit.ly/h4vesw
2/11/2011,thbeth,#cck11  mass-media and culture sec xx   http://youtu.be/fyttakpf3xe
2/11/2011,web20education,rt @profesorbaker: teaching poetry well: the connectivism way #cck11 #eltchat http://nblo.gs/e9f0h
2/11/2011,smoky_stu,read the smoky_stu daily on http://t.co/3wia1ln #edtech #edchat #yam #cck11 #education #teachers
2/11/2011,profesortbaker,teaching poetry well: the connectivism way #cck11 #eltchat http://wp.me/pdhw0-kk
2/11/2011,profesortbaker,teaching poetry well: the connectivism way #cck11 #eltchat http://nblo.gs/e9f0h
2/11/2011,shellterrell,via @profesortbaker teaching poetry well: the connectivism way #cck11 #eltchat http://bit.ly/feel2b #edchat
2/11/2011,blog4edu,via @profesortbaker teaching poetry well: the connectivism way #cck11 #eltchat http://bit.ly/feel2b #edchat
2/11/2011,suifaijohnmak,rt @zaidlearn: crash course - social media &amp; web 2.0 for learning  http://zaidlearn.blogspot.com/2011/02/crash-course-social-media-web-20-for.html #cck11
2/11/2011,cck11feeds,teaching reading and reading well: the connectivism way #cck11 #eltchat: teaching reading is hard work. i am cer... http://bit.ly/ighr9d
2/11/2011,cck11feeds,"teaching writing and writing well: the connectivism way #cck11 #eltchat: writing, and the teaching of writing, a... http://bit.ly/hihmwo"
2/11/2011,daisygrisolia,rt @pgsimoes: #elearning five critical competencies for teaching online http://dlvr.it/gkqks (@facultyfocus) #eadsunday #cck11 #inovareduca
2/11/2011,cck11feeds,teaching reading and reading well: the connectivism way #cck11 #eltchat: teaching reading is hard work. i am cer... http://bit.ly/hq1eh1
2/11/2011,thbeth,#cck11  conectivismo semana 4 http://migre.me/3rew1
2/11/2011,zaidlearn,crash course - social media &amp; web 2.0 for learning  http://zaidlearn.blogspot.com/2011/02/crash-course-social-media-web-20-for.html #cck11
2/11/2011,jgmac1106,not sure if i buy into connectivism as a theory of learning.  trying to decide what it offers over different situated and sociocultural lrng
2/11/2011,luciavalle,rt @profesorbaker: teaching poetry well: the connectivism way #cck11 #eltchat http://nblo.gs/e9f0h
2/11/2011,profesorbaker,teaching poetry well: the connectivism way #cck11 #eltchat http://nblo.gs/e9f0h
2/11/2011,suifaijohnmak,check this video 3 idiots-blu-ray [hd] part 3 of 16 w eng subs.flv http://t.co/rw0aypb via @youtube here is one with eng subtitle #cck11
2/11/2011,suifaijohnmak,check this video out -- 3 idiots-blu-ray [hd] part 4 of 16 w eng subs.flv http://t.co/ir1tu9q via @youtube #cck11 here is one with eng subt
2/11/2011,suifaijohnmak,#cck11 check this video out  http://t.co/6x7bkgy via @youtube a must watch for every teacher (subtitled)
2/11/2011,amcunningham,@sarahstewart  also listen to selwyn's presentation for #cck11 - can be benefits in formal curriculum
2/11/2011,fionamau,rt @shellterrell: via @profesortbaker teaching reading and reading well: the connectivism way #cck11 #eltchat http://bit.ly/gkchad #edchat
2/11/2011,fredgarnett,rt @lion_ness: teaching reading and reading well: the connectivism way #cck11 #eltchat: http://t.co/wmfwfsl &lt;more questions than answers :)
2/11/2011,fredgarnett,@gsiemens worries me if new tech peeps only see the new. is this true? lgc have ecology of res open context &amp; pah not based on tech #cck11
2/11/2011,bsmsenglish,rt @shellterrell: via @profesortbaker teaching reading and reading well: the connectivism way #cck11 #eltchat http://bit.ly/gkchad #edchat
2/11/2011,fredgarnett,@cristinacost other than dont get carried away with new tech (do #cck11 people?) what did he say? assertions. we dont use tech in ocm &amp; pah
2/11/2011,lion_ness,teaching reading and reading well: the connectivism way #cck11 #eltchat: http://t.co/wmfwfsl
2/11/2011,profesortbaker,teaching reading and reading well: the connectivism way #cck11 #eltchat http://nblo.gs/e8syr
2/11/2011,profesorbaker,teaching reading and reading well: the connectivism way #cck11 #eltchat http://nblo.gs/e8syr
2/11/2011,profesortbaker,teaching reading and reading well: the connectivism way #cck11 #eltchat http://wp.me/pdhw0-km
2/11/2011,blog4edu,via @profesortbaker teaching reading and reading well: the connectivism way #cck11 #eltchat http://bit.ly/gkchad #edchat
2/11/2011,shellterrell,via @profesortbaker teaching reading and reading well: the connectivism way #cck11 #eltchat http://bit.ly/gkchad #edchat
2/11/2011,cck11feeds,rt @profesortbaker: teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts... http://bit.ly/hq1bm2
2/11/2011,cck11feeds,teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts: teaching writing a... http://bit.ly/g336k3
2/11/2011,cck11feeds,teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts: teaching writing a... http://bit.ly/g3knmo
2/11/2011,cck11feeds,teaching writing and writing well: the connectivism way #cck11 #eltchat http://wp.me/pdhw0-ko: teaching writing ... http://bit.ly/fgoqnu
2/11/2011,cck11feeds,via @profesortbaker teaching writing and writing well: the connectivism way #cck11 #eltchat http://bit.ly/hjcvwz... http://bit.ly/gbwccz
2/11/2011,eveweb,rt @profesortbaker: teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts
2/11/2011,profesortbaker,teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts
2/11/2011,profesorbaker,teaching writing and writing well: the connectivism way #cck11 #eltchat http://nblo.gs/e8mts
2/11/2011,profesortbaker,teaching writing and writing well: the connectivism way #cck11 #eltchat http://wp.me/pdhw0-ko
2/11/2011,socialgardens,#cck11  - could someone tweet a working link  to the cck11 feed .....   please and thanks!
2/11/2011,socialgardens,#cck11  getting 500 server error when reading cck11 posts on google reader  this feed --&gt; http://cck11.mooc.ca/dailyblogs.xml
2/10/2011,amcunningham,rt @cristinacost: listening to recording from neil #selwyn's presentation on social media and education: http://bit.ly/fjbkvi #cck11
2/10/2011,cck11,"in jesus christ god has bound himself to us and bound us to himself before ever we have bound ourselves to him.- karl barth, cd 2/2"
2/14/2011,sayazyi,rt @larrykahn: new blog post:how i learned to stop worrying and love the conversation: http://j.mp/fw9cmt #cck11 #edchat #naisac11 #riusal11
2/14/2011,sayazyi,"we really are! #riusal11 @verozentella:hey, #cck11, check out my new post: con sabor educativo: we are all connected http://t.co/gnohtya"
2/14/2011,jaapsoft,http://www.onlineschools.org/infographics-for-students/is-online-learning-right-for-me/    cck11 online education
2/14/2011,stalinetta,the digital conservatoire: #cck11 social media in education - too early to tell?  http://t.co/n8fkrzd
2/14/2011,johannawahlroos,rt @connectirmeli: rt @aarnih: the connected company http://www.dachisgroup.com/2011/02/the-connected-company /via @dachisgroup #cck11 #lak11
2/14/2011,jaapsoft,http://connectiv.wordpress.com/2011/02/14/what-makes-a-good-theory-hospitality-integration-or-neutrality/  #cck11
2/14/2011,profesorbaker,"here are suggestions for an integrated, four skills, (reading, writing, speaking, listening) connectivism lesson using_http://lnkd.in/hhtue7"
2/14/2011,moodlemckean,"rt @profesortbaker: wayne rooney gives an integrated, four skills connectivism lesson #cck11 #eltchat #edchat #ekedchat http://wp.me/pdhw0-mc"
2/14/2011,blog4edu,"via @profesortbaker wayne rooney gives an integrated, four skills connectivism lesson #cck11 #eltchat #e... http://bit.ly/hbm43q #edchat"
2/14/2011,shellterrell,"via @profesortbaker wayne rooney gives an integrated, four skills connectivism lesson #cck11 #eltchat #e... http://bit.ly/hbm43q #edchat"
2/14/2011,profesortbaker,"wayne rooney gives an integrated, four skills connectivism lesson #cck11 #eltchat #edchat #ekedchat http://wp.me/pdhw0-mc"
2/14/2011,profesorbaker,wayne rooney connects with wonder goal #eltchat #edchat #ukedchat #cck11 http://nblo.gs/efcdn
2/14/2011,profesortbaker,wayne rooney connects with wonder goal #eltchat #edchat #ukedchat #cck11 http://nblo.gs/efcdn
2/14/2011,blog4edu,via @profesortbaker wayne rooney connects with wonder goal #eltchat #edchat #ukedchat #cck11 http://bit.ly/hx8g11 #edchat
2/14/2011,shellterrell,via @profesortbaker wayne rooney connects with wonder goal #eltchat #edchat #ukedchat #cck11 http://bit.ly/hx8g11 #edchat
2/14/2011,profesortbaker,wayne rooney connects with wonder goal #eltchat #edchat #ukedchat #cck11 http://wp.me/pdhw0-m9
2/14/2011,smoky_stu,read the smoky_stu daily http://t.co/3wia1ln #edtech #edchat #yam #cck11 #education #teachers
2/14/2011,denabud,rt @shellterrell: via @profesortbaker goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat ... http://bit.ly/g5u7iu #edchat
2/14/2011,franklin_h,via @shellterrell goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat ... http://bit.ly/g5u7iu #edchat
2/14/2011,thbeth,#cck11 semana 5 http://migre.me/3sbbq
2/14/2011,cris2b,rt@steve_collis webcasting a major edu conference for free tuesday to friday.  http://bit.ly/eq2udp #plenk2010 #cck11 #bookhenge
2/14/2011,rdlln,rt @shellterrell: via @profesortbaker goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat ... http://bit.ly/g5u7iu #edchat
2/14/2011,profesortbaker,goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat #edchat #ukedchat #elearning #ed... http://nblo.gs/efnfi
2/14/2011,profesorbaker,goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat #edchat #ukedchat #elearning #ed... http://nblo.gs/efnfi
2/14/2011,profesortbaker,goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat #edchat #ukedchat #elearning #edu_ http://wp.me/pdhw0-m5
2/14/2011,blog4edu,via @profesortbaker goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat ... http://bit.ly/g5u7iu #edchat
2/14/2011,shellterrell,via @profesortbaker goal 9: make a global connection: connectivism in practice #30goals #cck11 #eltchat ... http://bit.ly/g5u7iu #edchat
2/14/2011,larrykahn,new blog post: how i learned to stop worrying and love the conversation: http://j.mp/fw9cmt #plpnetwork #naisac11 #cck11 #isedchat #edchat
2/14/2011,suifaijohnmak,"@profesorbaker great questions! what if learners were treated like doctors and teachers?  #cck11 are doctors teachers, and teachers doctors?"
2/14/2011,michelerehder,rt @shellterrell: via @profesortbaker what if doctors were treated like teachers? #cck11 #eltchat #edchat #ukedchat http://bit.ly/g33ekk #edchat
2/14/2011,suifaijohnmak,rt @geoffcain: edu cannot be euro-anglo-occident-centric. we need pedagogy that accounts for international networks of learners. #connectivism #cck11
2/14/2011,geoffcain,edu cannot be euro-anglo-occident-centric. we need pedagogy that accounts for international networks of learners. #connectivism #cck11
2/13/2011,mlessons,rt @shellterrell: via @profesortbaker what if doctors were treated like teachers? #cck11 #eltchat #edchat #ukedchat http://bit.ly/g33ekk #edchat
2/13/2011,verozentella,"hey, #cck11, check out my new post: con sabor educativo: we are all connected http://t.co/gnohtya"
2/13/2011,icecolbeveridge,rt @shellterrell: via @profesortbaker what if doctors were treated like teachers?  http://bit.ly/g33ekk
2/13/2011,cherjay,rt @shellterrell: via @profesortbaker what if doctors were treated like teachers? #cck11 #eltchat #edchat #ukedchat http://bit.ly/g33ekk #edchat
2/13/2011,ceolayoung,connectivism and technology http://fb.me/pscgte8j
2/13/2011,suifaijohnmak,cck11 connectivism - theory and practice reflection http://wp.me/pkzni-29u
2/13/2011,blesstheteacher,rt @web20education: 5 different ways to generate ideas using brainstorming apps via @makeusoff #edtech20 #edchat #lrnchat #elearning http://t.co/52pdpld #cck11
2/13/2011,afdujardin,"@lindsayjordan - nice blog post about the practical side of connectivism. i do a lot of 3 too , but find it hard to do 2) good luck!"
2/13/2011,lindsayjordan,some practical implications - #cck11: teaching teaching the connectivist way http://bit.ly/ibzjz5
2/14/2011,suifaijohnmak,rt @connectirmeli: rt @aarnih: the connected company http://www.dachisgroup.com/2011/02/the-connected-company /via @dachisgroup #cck11 #lak11
2/13/2011,davestacey,rt @mlessons: rt @shellterrell: via @profesortbaker what if doctors were treated like teachers? http://bit.ly/g33ekk
2/15/2011,simplearning,rt @smoky_stu: read the smoky_stu daily &gt; http://is.gd/3qa74u &gt; #edtech #edchat #yam #cck11 #teachers #education
2/15/2011,hotaboutobama,thomas reply to valeria: an open letter regarding teaching and the black male teacher #cck11 #eltchat #edchat #u..http://safe.mn/2xhg
2/15/2011,profesortbaker,thomas reply to valeria: an open letter regarding teaching and the black male teacher #cck11 #eltchat #edchat #uke... http://nblo.gs/eivew
2/15/2011,profesorbaker,thomas reply to valeria: an open letter regarding teaching and the black male teacher #cck11 #eltchat #edchat #uke... http://nblo.gs/eivew
2/15/2011,shellterrell,via @profesortbaker thomas reply to valeria: an open letter regarding teaching and the black male teac... http://bit.ly/dqxc7d #edchat
2/15/2011,profesortbaker,thomas reply to valeria: an open letter - regarding teaching and the black male teacher #cck11 #eltchat #edchat #uked_ http://wp.me/pdhw0-nf
2/15/2011,gearysa,rt @shellterrell: via @profesortbaker an open letter from valeria to thomas: regarding teaching and the black male teacher... http://bit.ly/fo1xld #edchat
2/15/2011,vickyloras,rt @blog4edu: via @profesortbaker an open letter from valeria to thomas: regarding teaching and the black male teacher... http://bit.ly/fo1xld #edchat
2/15/2011,eclipsingx,rt @profesortbaker: an open letter from valeria to thomas: regarding teaching and the black male teacher #cck11 #eltchat #edchat #ukedch... http://nblo.gs/eitwp
2/15/2011,englishraven,rt @shellterrell: via @profesortbaker an open letter from valeria to thomas: regarding teaching and the black male teacher... http://bit.ly/fo1xld #edchat
