date,from,text
2/15/2011,profesortbaker,an open letter from valeria to thomas: regarding teaching and the black male teacher #cck11 #eltchat #edchat #ukedch... http://nblo.gs/eitwp
2/15/2011,profesorbaker,an open letter from valeria to thomas: regarding teaching and the black male teacher #cck11 #eltchat #edchat #ukedch... http://nblo.gs/eitwp
2/15/2011,profesortbaker,an open letter from valeria to thomas: regarding teaching and the black male teacher #cck11 #eltchat #edchat #ukedcha_ http://wp.me/pdhw0-nb
2/15/2011,blog4edu,via @profesortbaker an open letter from valeria to thomas: regarding teaching and the black male teacher... http://bit.ly/fo1xld #edchat
2/15/2011,smoky_stu,read the smoky_stu daily &gt; http://is.gd/3qa74u &gt; #edtech #edchat #yam #cck11 #teachers #education
2/15/2011,mkooleady,"@pbsloep how is ""connectivism"" different from ""networked learning""? #phdchat"
2/15/2011,beachcat11,rt @mryoungteacher: rt @shellterrell: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #educa... http://bit.ly/gp99sk
2/15/2011,shellterrell,via @profesortbaker teach | learn a new kind of course book (david vs goliath): an interview with davi... http://bit.ly/e9wbmk #edchat
2/15/2011,deangroom,"yep, connectivism doesn't suit exams. dang."
2/15/2011,deangroom,i reckon connectivism does what it says on the box.
2/15/2011,mryoungteacher,rt @shellterrell: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #educa... http://bit.ly/gp99sk
2/15/2011,gconole,yey! terry anderson mentions our special issue of connectivism in irrodl!!! #fb
2/15/2011,cck11feeds,rt @blog4edu: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat ... http://bit.ly/hcoe8q
2/15/2011,cck11feeds,rt @shellterrell: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedc... http://bit.ly/gskisx
2/15/2011,cck11feeds,connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat #education #esl #elearning #lrncha... http://bit.ly/hkxkz5
2/15/2011,cck11feeds,connectivism explained...by its practitioners #cck11 #edchat #eltchat #ukedchat #education #esl #elearning #lrnc... http://bit.ly/g9iotp
2/15/2011,cck11feeds,connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat #education #esl #elearning #lrncha... http://bit.ly/f9wzbv
2/15/2011,montanareg,rt @jessemoyer: rt @johnfaig: interesting blog post - what if doctors were treated like teachers? http://bit.ly/drspbf #teacher
2/15/2011,gkpdnewyork,rt @blog4edu: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat #educa... http://bit.ly/gp99sk #edchat
2/15/2011,gkpdnewyork,rt @shellterrell: via @profesortbaker connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat #educa... http://bit.ly/gp99sk #edchat
2/15/2011,profesortbaker,connectivism explained_by its practitioners #cck11 #edchat #eltchat #ukedchat #education #esl #elearning #lrnchat #e... http://nblo.gs/ei7li
2/15/2011,ddeubel,rt @mike08: rt @profesorbaker: a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://nblo.gs/ehy0b
2/15/2011,thbeth,#cck11 contrastes http://migre.me/3syu0
2/15/2011,hamtra,why do we connect? http://bit.ly/9d3l7m #cck11
2/15/2011,mike08,rt @profesorbaker: a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://nblo.gs/ehy0b
2/15/2011,teadira,rt @profesorbaker: a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://nblo.gs/ehy0b
2/15/2011,ismerelda,a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://networkedblogs.com/ehy0b
2/15/2011,gkpdnewyork,rt @shellterrell: via @profesortbaker a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedch... http://bit.ly/f9j0sj #edchat
2/15/2011,gkpdnewyork,rt @blog4edu: via @profesortbaker a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedch... http://bit.ly/f9j0sj #edchat
2/15/2011,denniscallahan,rt @hamtra: 23 resources to learn about personal learning networks: http://bit.ly/a74hhn via @web20classroom  #cck11
2/15/2011,ausframework,rt @hamtra: 23 resources to learn about personal learning networks: http://bit.ly/a74hhn via @web20classroom  #cck11
2/15/2011,hamtra,23 resources to learn about personal learning networks: http://bit.ly/a74hhn via @web20classroom  #cck11
2/15/2011,profesorbaker,a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://nblo.gs/ehy0b
2/15/2011,blog4edu,via @profesortbaker a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedch... http://bit.ly/f9j0sj #edchat
2/15/2011,profesortbaker,a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://nblo.gs/ehy0b
2/15/2011,profesortbaker,a night for neruda: the poet speaks of lost love #eltchat #education #edchat #ukedchat #cck11 http://wp.me/pdhw0-mi
2/14/2011,rliberni,rt @shellterrell: via @profesortbaker teachers helping teachers by david deubelbeiss #eltchat #edtech #edchat #ukedchat #e... http://bit.ly/i9qeqf #edchat
2/14/2011,crearvirtual,http://bit.ly/dpzwtg reading: #cck11 a short reflection on groups and networks
2/14/2011,gkpdnewyork,rt @blog4edu: via @profesortbaker teachers helping teachers by david deubelbeiss #eltchat #edtech #edchat #ukedchat #e... http://bit.ly/i9qeqf #edchat
2/16/2011,designprayerer,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/eqsehc
2/16/2011,plotterx,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/g87bkl
2/16/2011,hollymollyz,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/g87bkl
2/16/2011,weirddesigninc,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/g87bkl
2/16/2011,uniknotions,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/gtb2ln
2/16/2011,thisiskwarc,[uniknotions.com] welcome to cck11 ~ cck11: connectivism and connective knowledge is an open online course that ... http://bit.ly/gtb2ln
2/16/2011,simplearning,rt @web20education: http://networkedblogs.com/ejkki #teachers #cck11 #edchat #iste11  vote for favorite #edtools in learning tools directory 2011 made by @c4lpt
2/16/2011,luc_germain,rt @marynabadenhors: 7 habits of highly connected ppl #cck11 #eltchat #edchat #edtech http://bit.ly/de2zzv @shellterrell @profesortbaker
2/16/2011,marynabadenhors,seven habits of highly connected ppl #cck11 #eltchat #edchat #edreform #edtech http://bit.ly/de2zzv via @shellterrell &amp; @profesortbaker
2/16/2011,hallymk1,rt @lindsayjordan: just blogged: #cck11 week 4: applying actor-network theory http://bit.ly/fztfnx
2/16/2011,web20education,rt @edubeatz: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education | profes... http://bit.ly/de2zzv
2/16/2011,uniqsuseq,rt @shellterrell: via @profesortbaker seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #... http://bit.ly/de2zzv #edchat
2/16/2011,annoula64,rt @stylianosm2: a manifesto for media education http://www.manifestoformediaeducation.co.uk rt @timbuckteeth @zaidlearn #cck11
2/16/2011,stylianosm2,a manifesto for media education http://www.manifestoformediaeducation.co.uk rt @timbuckteeth @zaidlearn #cck11
2/16/2011,zaidlearn,a manifesto for media education http://www.manifestoformediaeducation.co.uk/ via @timbuckteeth #cck11
2/16/2011,lindsayjordan,rt @cathylanderson: the shape of the course of the future? #cck11  learning technology jottings at goldsmiths http://ht.ly/3wjgq
2/16/2011,web20education,http://networkedblogs.com/ejkki #teachers #cck11 #edchat #iste11  vote for favorite #edtools in learning tools directory 2011 made by @c4lpt
2/16/2011,borisberlijn,rt @jaapsoft: http://ow.ly/1s2zpg    #cck11 @belinda_ch @maritvdlouw
2/16/2011,bekka_black,rt @edubeatz: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education  http://bit.ly/de2zzv
2/16/2011,edubeatz,seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education | profes... http://bit.ly/de2zzv
2/16/2011,jaapsoft,http://www.onlineclasses.org/2011/01/31/20-fascinating-ted-talks-all-about-the-brain/    #cck11
2/16/2011,eveweb,rt @profesorbaker: brief guide for blog authors #cck11 #eltchat #edchat #edtech #ukedchat #esl #efl #elt #ell #esol #tesol #iatefl #edu... http://nblo.gs/ejx4v
2/16/2011,cck11feeds,rt @profesortbaker: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat... http://bit.ly/fred59
2/16/2011,cck11feeds,rt @profesortbaker: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat... http://bit.ly/fvnfzd
2/16/2011,cck11feeds,via @profesortbaker seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #... http... http://bit.ly/fg9cuk
2/16/2011,cck11feeds,via @profesortbaker seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #... http... http://bit.ly/gfnjrq
2/16/2011,cck11feeds,seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education http://w... http://bit.ly/efa47l
2/16/2011,larisa1113,rt @profesortbaker: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education http://wp.me/pdhw0-no
2/16/2011,web20education,rt @profesortbaker: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education http://wp.me/pdhw0-no
2/16/2011,eveweb,rt @profesortbaker: seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education http://wp.me/pdhw0-no
2/16/2011,shellterrell,via @profesortbaker seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #... http://bit.ly/de2zzv #edchat
2/16/2011,blog4edu,via @profesortbaker seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #... http://bit.ly/de2zzv #edchat
2/16/2011,profesortbaker,seven habits of highly connected people  #cck11 #eltchat #edchat #edreform #edtech #ukedchat #education http://wp.me/pdhw0-no
2/16/2011,thbeth,#cck11 http://migre.me/3t0sv
2/16/2011,thbeth,#cck11  graficos de redes  http://www.aharef.info/static/htmlgraph/
2/16/2011,distedres,"rt @romieh: t anderson's slides #dehub keynote http://slidesha.re/fetrpy via @gconole ---&gt; 3 generations of dl ped.... very useful, thanks #cck11 #yam"
2/16/2011,suifaijohnmak,#cck11 when is the learner (connectivist) ready? http://wp.me/pkzni-29y
2/16/2011,chiti,"rt @deangroom: yep, connectivism doesn't suit exams. dang."
2/15/2011,symbalooedu,rt @web20education: teachers should vote for best #edtools in learning tools @c4lpt i recommand @glogsteredu and @symbalooedu  http://goo.gl/fb/xcdms #edchat
2/15/2011,newfacmajority,"#socialnetwork theory, http://icio.us/vwqmwr | what constitutes the network of a movement? #action #cck11 #evomlit #lak11"
2/15/2011,msdeandoestech,rt @urbaneducation: teaching and the black male teacher: a dis-connection? #cck11 #eltchat #edchat #ukedchat #edreform #education #esl: http://t.co/y2vqcvm
2/16/2011,cathylanderson,the shape of the course of the future? #cck11  learning technology jottings at goldsmiths http://ht.ly/3wjgq
2/17/2011,danuzag,rt @shellterrell: via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat http://bit.ly/igg5go #edchat
2/17/2011,amcunningham,rt @romieh: a thread on #cck11 discussion area is going a bit sour - interesting how it's evolved from innocuous blog post http://bit.ly/ephdei
2/17/2011,romieh,a thread on #cck11 discussion area is going a bit sour - interesting how it's evolved from innocuous blog post http://bit.ly/ephdei
2/17/2011,suifaijohnmak,@nicolaavery ice cream day for international connectivism ic day sounds delicious and creative. what ic do you like most? chocolate? vanilla
2/17/2011,jaapsoft,http://bit.ly/gemttn    #cck11 you do not know that you know it #cck11
2/17/2011,aneuendorf,why has no one showed me pln before? #timetogetoffmyisland rt @web20classroom seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,nicolaavery,@suifaijohnmak as an icecream expert - what flavour icecream would connectivism have been in your factory?
2/17/2011,larisa1113,rt @web20education: 50+ tools for web based collaboration #edtech20 #cck11 #eltchat #edchat #edreform #education #efl #elt #metc_csd http://amplify.com/u/bqhg2
2/17/2011,suifaijohnmak,@nicolaavery how about having a global connectivism video/slideshow for celebration of this gc day?  a pulling of various posts/graph?
2/17/2011,suifaijohnmak,"rt @nicolaavery: @suifaijohnmak nah - international too long a word, doesn't sound right, maybe global connectivism day"
2/17/2011,suifaijohnmak,rt @nicolaavery: @suifaijohnmak international connectivism day?
2/17/2011,nicolaavery,"@suifaijohnmak nah - international too long a word, doesn't sound right, maybe global connectivism day"
2/17/2011,nicolaavery,@suifaijohnmak international connectivism day?
2/17/2011,daisygrisolia,rt @zaidlearn: social networking map of resources &amp; tools (barry dahl) http://www.mindomo.com/view?m=e5aca2e6af6e478bbd1686ab69e7be34 #cck11 enriching :)
2/17/2011,rlthclause,@zaidlearn: social networking map of resources &amp; tools (barry dahl) http://j.mp/fkcyge #cck11 enriching :) #mpvtasome
2/17/2011,teachersharetp,rt @web20classroom: seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,jmalphy,rt @web20classroom: seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,welleducation,herkenbaar_@web20classroom: seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,zaidlearn,social networking map of resources &amp; tools (barry dahl) http://www.mindomo.com/view?m=e5aca2e6af6e478bbd1686ab69e7be34 #cck11 enriching :)
2/17/2011,seslibrary,rt @web20classroom: seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,teadira,rt @web20classroom: seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,gillianp,measuring learning - to help learners http://tinyurl.com/6x3465x #cck11 #lak11
2/17/2011,simplearning,rt @smoky_stu: read the smoky_stu daily http://t.co/3yduetr #edtech #edchat #yam #cck11 #teachers #education #det
2/17/2011,inspireeducate,we teach | we learn a coursebook for teaching english #cck11 #eltchat | profesor.. http://bit.ly/fxkstq (via @blog4edu)
2/17/2011,jaapsoft,build your online networks using social annotations  http://bit.ly/eo5hpb  #softskills  #cck11
2/17/2011,eclipsingx,rt @shellterrell: via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat http://bit.ly/igg5go #edchat
2/17/2011,blackcatcideb,rt @newsneus: we teach | we learn a coursebook for teaching english http://bit.ly/igg5go  via @profesortbaker
2/17/2011,web20classroom,seven habits of highly connected people: http://bit.ly/hqevsg
2/17/2011,smoky_stu,read the smoky_stu daily http://t.co/3yduetr #edtech #edchat #yam #cck11 #teachers #education #det
2/17/2011,cck11feeds,rt @shellterrell: via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat ht... http://bit.ly/f73zjz
2/17/2011,cck11feeds,rt @jaapsoft: @dballwriter what url has 50+ tools for web ? #cck11: rt @jaapsoft: @dballwriter what url has 50+ ... http://bit.ly/gmnrht
2/17/2011,cck11feeds,rt @web20education: 50+ tools for web based collaboration #edtech20 #cck11 #eltchat #edchat #edreform #education... http://bit.ly/dpk2lj
2/17/2011,cck11feeds,#elearning narration tool kit #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 via @scoopit http... http://bit.ly/exuqmy
2/17/2011,cck11feeds,we teach | we learn a coursebook for teaching english #cck11 #eltchat http://nblo.gs/eo9rg: we teach | we lear... http://bit.ly/eudgef
2/17/2011,web20education,"#prezentit - create, share and show your presentations online #edtech20 #edchat  #elt #efl #metc_csd #petec2011 #edtools http://t.co/skrajxz"
2/17/2011,larisa1113,rt @shellterrell: via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat http://bit.ly/igg5go #edchat
2/17/2011,jaapsoft,rt @jaapsoft: @dballwriter what url has 50+ tools for web ? #cck11
2/17/2011,dballwriter,rt @web20education: 50+ tools for web based collaboration #edtech20 #cck11 #eltchat #edchat #edreform #education #efl #elt #metc_csd http://amplify.com/u/bqhg2
2/17/2011,web20education,#elearning narration tool kit #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 via @scoopit http://bit.ly/fnxf8j
2/17/2011,marlise6,rt @shellterrell: via @profesortbaker connectivism already happened: practitioners let's explain it_ now while we stil... http://bit.ly/gx5zqo #edchat
2/17/2011,profesorbaker,we teach | we learn a coursebook for teaching english #cck11 #eltchat http://nblo.gs/eo9rg
2/17/2011,profesortbaker,we teach | we learn a coursebook for teaching english #cck11 #eltchat http://nblo.gs/eo9rg
2/17/2011,profesortbaker,we teach | we learn - a coursebook for teaching english #cck11 #eltchat http://wp.me/pdhw0-oa
2/17/2011,shellterrell,via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat http://bit.ly/igg5go #edchat
2/17/2011,blog4edu,via @profesortbaker we teach | we learn a coursebook for teaching english #cck11 #eltchat http://bit.ly/igg5go #edchat
2/17/2011,profesortbaker,"after ten years, we're breaking up: why titles r important 2 help guide readers! #cck11 #eltchat http://networkedblogs.com/enrle"
2/18/2011,r20_blogroll,ellearning: some cck11 notes from class discussion with george siemens: w1 - define was connectivism is. our kno... http://bit.ly/fzrja8
2/18/2011,e_learningaudio,rt: elearning: some cck11 notes from class discussion with george siemens: w1 - define was connectiv... http://bit.ly/fp0jgk #e-learning
2/18/2011,web20education,comparing 12 free screencasting tools #edtech20 #edtools #edchat #metc_csd #petec2011 #cck11 #iste11 http://amplify.com/u/bqoeh
2/18/2011,profesortbaker,doctors and teachers: the sequel #cck11 #eltchat #education #edreform #edchat #ukedchat #edtech #technology #teachers http://t.co/lukqgcc
2/18/2011,interactivecup,should we try this? rt @profesorbaker: what if doctors were treated like teachers: the sequel #cck11 #eltchat  http://nblo.gs/erwhf
2/18/2011,kukharenko,"rt @pgsimoes: #elearning by george, he's rich: from connexions to connectivism and beyond http://dlvr.it/gtw52 (curt bonk)"
2/18/2011,web20education,"huddle - project management software, collaboration software #edtech20 #edtools #edchat #metc_csd #petec2011 #cck11 http://t.co/plismgv"
2/18/2011,kareningreece,rt @profesortbaker: what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #edu #edreform #edchat #ukedchat #e_ http://wp.me/pdhw0-oi
2/18/2011,web20education,rt @profesorbaker: what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #edu #edreform #edchat #ukedchat #... http://nblo.gs/erwhf
2/18/2011,profesorbaker,what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #edu #edreform #edchat #ukedchat #... http://nblo.gs/erwhf
2/18/2011,profesortbaker,what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #edu #edreform #edchat #ukedchat #... http://nblo.gs/erwhf
2/18/2011,profesortbaker,what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #edu #edreform #edchat #ukedchat #e_ http://wp.me/pdhw0-oi
2/18/2011,blog4edu,via @profesortbaker what if doctors were treated like teachers: the sequel #cck11 #eltchat #education #e... http://bit.ly/hh5fsv #edchat
2/18/2011,pgsimoes,"#elearning by george, he's rich: from connexions to connectivism and beyond http://dlvr.it/gtw52 (curt bonk)"
2/18/2011,travelinedman,"by george, he's rich: from connexions to connectivism and beyond http://bit.ly/gsbnsx"
2/18/2011,cathylanderson,week 1 - what is connectivism? ~ cck11 - mozilla firefox http://ht.ly/3yfsd
2/18/2011,clairebrooks,rt @currie: curt bonk's world is open class - @gsiemens to talk about  connectivism + learning analytics http://breeze.iu.edu/p46919943/
2/18/2011,currie,curt bonk's world is open class - @gsiemens invited to talk about  connectivism + learning analytics http://breeze.iu.edu/p46919943/ #lak11
2/18/2011,angelyncheatham,"rt @web20education: #prezentit - create, share  your presentations online #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 http://t.co/siwg6pv"
2/18/2011,hamtra,blog posting: some cck11 notes from class discussion with george siemens: w1 - define was connectivism is. our ... http://bit.ly/eev5ko
2/18/2011,eveweb,@profesortbaker @ukedchat great news! i'm happy to contribute. best wishes. #cck11 #ukedchat
2/18/2011,britz,"true knowledge doesn't exist w/in ppl in a solid state, it lies in between us, in our ever transforming interactions #connectivism"
2/18/2011,jennieteacher,twitter; like wormholes. you can leap into an entirely different network faster than going through normal network channels #cck11 #edtech
2/18/2011,suifaijohnmak,#cck11 is this happening in cck11? or will this happen? http://bit.ly/fxydyp swim or fly?
2/18/2011,suifaijohnmak,#cck11 what are your metaphors of life? here is mine http://bit.ly/hpadgl
2/18/2011,stevemac121,@profesorbaker  just dropped your post into the connectivist learning facebook group  http://on.fb.me/gzf5en #cck11
2/18/2011,steelemaley,a post on mutation and learning http://bit.ly/en0doj @leighblackall  @dougald #cck11
2/17/2011,graemeferris,bbc documentary: the secret life of chaos now available on youtube http://bit.ly/e4vizl  #complexity / via @storiedstrategy #cck11
2/17/2011,smoky_stu,http://www.buzzle.com/ a great little search site: #edtech #edchat #yam #cck11 #teachers #education #nswdet
2/17/2011,downes,love the way he made everyone admins. punk! rt @suifaijohnmak #cck11 #lak11 #plenk2010 #cck09 #cck08 all invited to http://on.fb.me/grlxeh
2/17/2011,educationland,making silent reading period meaningful: http://t.co/ab0k9nz#cck11 #eltchat #edchat #ukedchat #edreform #education #esl
2/17/2011,cck11feeds,"@jmandala stephen downes mentioned https://join.me/ in #cck11 live session as possible open alt to  elluminate, ... http://bit.ly/en1vmw"
2/17/2011,cck11feeds,#cck11 have you seen? youtube: michael wesch's vc2: the machine is us/ing us http://t.co/rpazawi: #cck11 have yo... http://bit.ly/gkninp
2/17/2011,giuliadid20,thinking about starting #cck11
2/17/2011,web20education,#class .io - your class everywhere #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 via @scoopit http://bit.ly/fscltu
2/17/2011,steelemaley,"@jmandala stephen downes mentioned https://join.me/ in #cck11 live session as possible open alt to  elluminate, looks good #globalciv"
2/17/2011,larisa1113,"rt @web20education: #prezentit - create, share  your presentations online #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 http://t.co/siwg6pv"
2/17/2011,web20education,"#prezentit - create, share  your presentations online #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11 http://t.co/siwg6pv"
2/17/2011,web20education,#cosketch.com - online #whiteboard collaboration #edtech20 #edchat #eltchat #elt #efl #metc_csd #petec2011 #cck11  http://t.co/pklugmy
2/17/2011,leahgrrl,#cck11 have you seen? youtube: michael wesch's vc2: the machine is us/ing us http://t.co/rpazawi
2/17/2011,suifaijohnmak,rt @downes: love the way he made everyone admins. punk! rt @suifaijohnmak #cck11 #lak11 #plenk2010 #cck09 #cck08 all invited to http://on.fb.me/grlxeh
2/17/2011,profesorbaker,first day of school: a moment to connect with you #cck11 #eltchat http://nblo.gs/eq14l
2/17/2011,profesortbaker,first day of school: a moment to connect with you #cck11 #eltchat http://nblo.gs/eq14l
2/17/2011,blog4edu,via @profesortbaker first day of school: a moment to connect with you #cck11 #eltchat http://bit.ly/e6yf3v #edchat
2/17/2011,shellterrell,via @profesortbaker first day of school: a moment to connect with you #cck11 #eltchat http://bit.ly/e6yf3v #edchat
2/17/2011,profesortbaker,first day of school: a moment to connect with you #cck11 #eltchat http://wp.me/pdhw0-of
2/17/2011,web20education,#teachers should vote #edtech20 #edtools in learning tools directory via @c4lpt #edchat #lrnchat #metc_csd #petec2011  http://goo.gl/qt2ut
2/21/2011,cck11feeds,linguagem cotidiana #eadsunday #cck11 http://www.openculture.com/2011/02/steven_pinker_how_innuendo_makes_things... http://bit.ly/fii95l
2/21/2011,cck11feeds,what if doctors were treated like teachers? #cck11 #eltchat #edchat #ukedchat http://wp.me/pedom-gk: what if doc... http://bit.ly/f8uhue
2/21/2011,thbeth,linguagem cotidiana #eadsunday #cck11 http://www.openculture.com/2011/02/steven_pinker_how_innuendo_makes_things_work.html
2/21/2011,ilkkakukkonen,rt @clairebrooks: rt @currie: curt bonk's world is open class - @gsiemens to talk about  connectivism + learning analytics http://breeze.iu.edu/p46919943/
2/21/2011,scopeo_,thoughts on connectivism as a learning theory - cck11 http://bit.ly/gwob8o
2/21/2011,literateowl,what if doctors were treated like teachers? #cck11 #eltchat #edchat #ukedchat http://wp.me/pedom-gk
2/21/2011,mindshiftkqed,via @shellterrell: via @profesortbaker we teach we learn a new kind of course book (david vs goliath):  http://bit.ly/e9wbmk
2/21/2011,nuriapons,rt @daisygrisolia @deborasebriam : the complete facebook for educators! tech the plunge http://bit.ly/9dqr43 #cck11 #inovareduca #eadsunday
2/21/2011,cck11feeds,rt @jennieteacher: 23 things for a connected educator #cck11 #edchat http://bit.ly/grzpvo: rt @jennieteacher: 23... http://bit.ly/fapoex
2/21/2011,cck11feeds,23 things for a connected educator #cck11 #edchat http://bit.ly/grzpvo: 23 things for a connected educator #cck1... http://bit.ly/hztcyy
2/21/2011,cck11feeds,"rt @muriloo: @miguelnicolelis ""we don't see things as they are, we see things as we are."" #cck11: rt @muriloo: @... http://bit.ly/htn3so"
2/20/2011,profesortbaker,rt @jennieteacher: 23 things for a connected educator #cck11 #edchat http://bit.ly/grzpvo
2/20/2011,jennieteacher,23 things for a connected educator #cck11 #edchat http://bit.ly/grzpvo
2/20/2011,moodlemckean,the tom baker pln challenge: participate in week 6: pln and ple! | profesorbaker's blog http://bit.ly/ezftgj #edchat #edtech #elearning
2/20/2011,daisygrisolia,"rt @muriloo: @miguelnicolelis ""we don't see things as they are, we see things as we are."" #cck11"
2/20/2011,rliberni,"rt @shellterrell: via @profesortbaker power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #t... http://bit.ly/eolufy #edchat"
2/20/2011,stevemac121,"groups, networks and grabbing the mic in #cck11 http://bit.ly/hve9nd"
2/20/2011,steelemaley,new post a networked learning project: the connected day http://bit.ly/h1u3oy  #cck11 @jmandala @rogre @leighblackall @dougald
2/20/2011,moodlemckean,"we three: technology, the iwb, and me | profesorbaker's blog http://bit.ly/igneuj #edtech #iwb #lrnchat #edchat #elearning"
2/20/2011,profesorbaker,"power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #technology #ukedchat http://nblo.gs/exczs"
2/20/2011,profesortbaker,"power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #technology #ukedchat http://nblo.gs/exczs"
2/20/2011,shellterrell,"via @profesortbaker power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #t... http://bit.ly/eolufy #edchat"
2/20/2011,blog4edu,"via @profesortbaker power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #t... http://bit.ly/eolufy #edchat"
2/20/2011,profesortbaker,"power point, prezi, the iwb, and me: one big happy family #cck11 #eltchat #edtech #technology #ukedchat http://wp.me/pdhw0-pg"
2/20/2011,jaapsoft,"feedback or information, redundant or meaningfull #cck11 http://bit.ly/eivqya the hit and miss machine."
2/20/2011,alqpr,posted on learning theories in #cck11 - http://bit.ly/f3nhjf
2/20/2011,rssirteubal,likemytweets - like button for twitter: http://goo.gl/xtxcg we three: #technology #juandon #elearning #web20 #ed... http://bit.ly/gvnof4
2/20/2011,rssirteubal,"we three: technology, the iwb, and me #cck11 #eltchat #edchat #ukedchat #elearning #lrnchat #iwb #technology #ed... http://bit.ly/hs8vkc"
2/20/2011,juandoming,http://goo.gl/xtxcg we three: #technology #juandon #elearning #web20 #edtech #edchat #socialmedia #lrnchat [like it? http://bit.ly/fuqdez ]
2/20/2011,giselebrugger,rt @daisygrisolia: rt @deborasebriam: the complete facebook for educators! tech the plunge http://bit.ly/9dqr43 #cck11 #inovareduca #eadsunday
2/20/2011,daisygrisolia,rt @deborasebriam: the complete facebook for educators! tech the plunge http://bit.ly/9dqr43 #cck11 #inovareduca #eadsunday
